id,title,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix
fire_at_sea_2016,Fire at Sea,65,95,NA,NA,2016-10-21,2017-03-21,108,Documentary,Italian,Gianfranco Rosi,Gianfranco Rosi,$114.0K,Kino Lorber,NA
1014453-music_man,The Music Man,85,94,NA,NA,1962-06-19,2008-10-14,151,"Musical, Comedy",English,Morton DaCosta,"Meredith Willson,Franklin Lacey",NA,Warner Bros. Pictures,NA
a_ghost_story,A Ghost Story,66,91,R,"['Brief Language', 'A Disturbing Image']",2017-07-07,2017-10-03,90,"Drama, Fantasy, Romance",English,David Lowery,David Lowery,$1.6M,A24,NA
godzilla_monster_planet,Godzilla: Monster Planet,45,71,NA,NA,NA,NA,89,"Sci-fi, Anime",Japanese,"Hiroyuki Seshita,Kobun Shizuno",Gen Urobuchi,NA,NA,NA
minnie_and_moskowitz,Minnie and Moskowitz,85,81,NA,NA,1971-12-22,NA,114,"Comedy, Drama",English,John Cassavetes,John Cassavetes,NA,"Anchor Bay Entertainment, Universal Pictures",Mono
cold_blood,Cold Blood,16,0,NA,NA,2019-07-05,2019-07-05,91,"Action, Mystery & thriller",French (France),Frédéric Petitjean,Frédéric Petitjean,NA,Screen Media,NA
theatre_of_blood,Theatre of Blood,81,88,NA,NA,NA,2017-01-19,104,"Horror, Comedy",English,Douglas Hickox,NA,NA,NA,NA
ruben_brandt_collector,"Ruben Brandt, Collector",82,82,R,['Nude Images and Some Violence'],2019-02-15,2019-05-21,94,"Mystery & thriller, Animation",English,Milorad Krstic,"Milorad Krstic,Radmila Roczkov",$118.0K,Sony Pictures Classics,NA
1018550-see_no_evil,Blind Terror,56,56,NA,NA,1971-09-02,2003-08-19,89,Mystery & thriller,English (United Kingdom),Richard Fleischer,Brian Clemens,NA,Columbia Pictures,NA
sex_doll,Sex Doll,40,0,NA,NA,2017-02-10,2017-07-10,104,Mystery & thriller,English,Sylvie Verheyde,"Sylvie Verheyde,Sylvie Verheyde",NA,IFC Films,NA
the_broken_circle_breakdown,The Broken Circle Breakdown,85,83,NA,NA,2013-11-01,2014-03-11,112,"Drama, Music, Romance",Dutch,Felix van Groeningen,"Felix van Groeningen,Carl Joos",NA,Tribeca Film,NA
1101561-1101561-malena,Malena,84,54,R,"['Language', 'Sexuality', 'Nudity', 'Some Violence']",2000-12-25,2001-07-10,106,"Comedy, Drama",Italian,Giuseppe Tornatore,NA,$3.4M,Miramax Films,Surround
daguerrotype,Daguerrotype,54,55,NA,NA,NA,2017-11-07,131,"Drama, Fantasy, Horror",French (France),Kiyoshi Kurosawa,Kiyoshi Kurosawa,NA,NA,NA
lords_of_dogtown,Lords of Dogtown,81,55,PG-13,"['Drug and Alcohol Content', 'All Involving Teens', 'Violence', 'Language', 'Reckless Behavior', 'Sexuality']",2005-06-03,2005-09-27,106,"Biography, Drama",English,Catherine Hardwicke,"Stacy Peralta,Catherine Hardwicke",$11.0M,"Columbia Tristar, Sony Pictures Entertainment","SDDS, DTS, Surround, Dolby SRD"
for_the_plasma,For the Plasma,60,59,NA,NA,NA,2016-11-22,94,"Sci-fi, Comedy, Drama",English,"Bingham Bryant,Kyle Molzan",Bingham Bryant,NA,NA,NA
year_of_the_horse,Year of the Horse,74,48,NA,NA,1997-05-09,2019-11-05,106,Documentary,English,Jim Jarmusch,NA,$255.7K,October Films,"Dolby Digital, Surround"
life_stinks,Life Stinks,45,21,NA,NA,NA,2004-02-02,95,Comedy,English,Mel Brooks,NA,$3.8M,NA,Surround
tehran_taxi,Taxi,73,100,NA,NA,2015-10-02,2016-03-01,82,"Comedy, Drama",Persian,Jafar Panahi,Jafar Panahi,$321.6K,Kino Lorber,NA
paradise_lost_3_purgatory_2009,Paradise Lost 3: Purgatory,93,100,NA,NA,NA,2012-08-14,121,Documentary,English,"Joe Berlinger,Bruce Sinofsky",NA,NA,NA,NA
waste-land,Waste Land,90,100,NA,NA,2010-10-29,2011-03-15,98,Documentary,English,"Lucy Walker,Karen Harley,João Jardim",NA,$187.7K,Arthouse Films,NA
a_syrian_love_story,A Syrian Love Story,87,92,NA,NA,NA,2018-11-17,76,"Documentary, Drama",English,Sean McAllister,Sean McAllister,NA,NA,NA
mindhunters,Mindhunters,57,24,R,"['Sexual Content', 'Language', 'Strong Graphic Images', 'Violence']",2005-05-13,2005-09-20,106,"Mystery & thriller, Crime, Drama",English,Renny Harlin,"Wayne Kramer,Wayne Kramer,Kevin Brodbin",$4.5M,Miramax Films,"SDDS, Dolby SRD, DTS, Surround"
1074539-caught,Caught,69,77,NA,NA,NA,2012-11-06,116,Drama,English,Robert M. Young,NA,$361.1K,NA,Surround
you_again,You Again,43,19,PG,"['Rude Behavior', 'Brief Mild Language']",2010-09-24,2011-02-08,105,"Romance, Comedy",English,Andy Fickman,Moe Jelline,$25.7M,Walt Disney,"SDDS, Dolby Digital, DTS"
raazi,Raazi,83,100,NA,NA,NA,2018-07-16,138,"Action, Crime, Drama",Hindi,Meghna Gulzar,"Meghna Gulzar,Bhavani Iyer",$2.8M,NA,NA
three_sisters_t,Three Sisters,88,100,NA,NA,NA,NA,NA,NA,NA,Bing Wang,NA,NA,NA,NA
free_in_deed,Free in Deed,75,100,NA,NA,2017-09-08,2017-09-12,98,Drama,English,Jake Mahaffy,Jake Mahaffy,NA,Gravitas Ventures,NA
saturday_church,Saturday Church,72,93,NA,NA,2018-01-12,2018-01-12,82,"Drama, Musical, Lgbtq+",English,Damon Cardasis,Damon Cardasis,NA,Samuel Goldwyn Films,NA
tazmanian_devil,Tazmanian Devil,100,0,NA,NA,NA,2021-02-09,120,Drama,English,Solomon Onita Jr.,Solomon Onita Jr.,NA,NA,NA
the_in_between_2022,The In Between,62,64,PG-13,"['Brief Strong Language', 'Some Thematic Material', 'Sexual Content']",NA,2022-02-11,115,"Romance, Drama, Sci-fi",English,Arie Posin,Marc Klein,NA,NA,NA
godzilla_vs_mechagodzilla,Godzilla vs. Mechagodzilla,62,86,NA,NA,1974-03-21,2004-10-19,80,Sci-fi,Japanese,Fukuda Jun,"Fukuda Jun,Hiroyasu Yamamura",NA,NA,NA
der_samurai,The Samurai,52,100,NA,NA,NA,2016-10-02,80,"Fantasy, Horror, Mystery & thriller",German,Till Kleinert,Till Kleinert,NA,NA,NA
10008991-informers,The Informers,18,12,R,"['Nudity', 'Drug Use', 'Pervasive Language', 'Some Disturbing Images', 'Strong Sexual Content']",2009-04-24,2009-08-25,98,"Crime, Drama, Mystery & thriller",English,Gregor Jordan,"Bret Easton Ellis,Nicholas Jarecki",NA,Senator Film,NA
green_lantern,Green Lantern,45,26,PG-13,"['Intense Seq. of Sci-Fi Violenc', 'Intense Seq. of Sci-Fi Action']",2011-06-17,2011-10-14,114,"Action, Adventure, Sci-fi, Fantasy",English,Martin Campbell,"Greg Berlanti,Michael Green,Marc Guggenheim,Michael Goldenberg",$116.6M,Warner Bros. Pictures,"Dolby Digital, DTS, SDDS"
girl_house,Girl House,43,75,NA,NA,2015-02-13,2015-02-16,100,Mystery & thriller,English,Trevor Matthews,Nick Gordon,NA,Entertainment One,NA
lola_and_billy_the_kid,Lola & Bilidikid,69,40,NA,NA,1999-06-02,NA,94,Drama,German,Kutluğ Ataman,Kutluğ Ataman,NA,"K Films, Delphi Filmverleih GmbH [de], Good Machine International",Dolby Stereo
masterminds_2016,Masterminds,35,34,PG-13,"['Some Language', 'Crude and Sexual Humor', 'Violence']",2016-09-30,2017-01-31,95,"Comedy, Action",English,Jared Hess,"Chris Bowman,Hubbel Palmer,Emily Spivey",$17.3M,Relativity Media,NA
black_water_2018,Black Water,25,0,R,['Violence and Language'],2018-06-29,2018-06-29,105,"Action, Mystery & thriller",English,Pasha Patriki,Chad Law,NA,Saban Films,NA
scarlet_street,Scarlet Street,87,100,NA,NA,1945-12-28,2001-11-07,106,"Crime, Drama",English,Fritz Lang,"Dudley Nichols,Georges de la Fouchardière,Andre Mouézy-Éon",NA,"Hollywood Classics, Universal Pictures, Video Yesterday, LS Video, Take 2 Video, Corinth Films [us], Film Classics Inc., Reel Media International [us], Questar",Mono
aardvark_2018,Aardvark,33,12,PG-13,"['Some Sexuality', 'Mature Thematic Issues', 'Language', 'Violence']",2018-04-13,2018-08-07,89,Drama,English,Brian Shoaf,Brian Shoaf,NA,Great Point Media,NA
muhammad_alis_greatest_fight,Muhammad Ali's Greatest Fight,74,38,NA,NA,NA,2016-11-30,97,"History, Drama",English,Stephen Frears,Shawn Slovo,NA,NA,Stereo
black_widow_2021,Black Widow,91,79,PG-13,"['Some Language', 'Intense Violence/Action', 'Thematic Material']",2021-07-09,2021-10-06,133,"Action, Adventure",English,Cate Shortland,Eric Pearson,$183.6M,Walt Disney,"Dolby Digital, Dolby Atmos"
come_from_away,Come From Away,96,98,NA,NA,NA,2021-09-10,106,"Musical, Drama, Comedy",English,Christopher Ashley,"Irene Sankoff,David Hein",NA,NA,NA
a_bag_of_hammers,A Bag of Hammers,66,62,NA,NA,2012-05-11,2014-07-01,85,"Comedy, Drama",English,Brian Crano,"Brian Crano,Jake Sandvig",NA,MPI Media Group,NA
1003076-brians_song,Brian's Song,82,92,NA,NA,NA,2002-01-22,74,Drama,English,Buzz Kulik,NA,NA,NA,NA
sob,S.O.B.,63,81,NA,NA,1981-06-26,2002-06-04,124,Comedy,English,Blake Edwards,NA,NA,Paramount Pictures,NA
cirkus_columbia,Circus Columbia,70,82,NA,NA,NA,2012-05-01,113,"Comedy, Drama, Romance",Bosnian,Danis Tanovic,Danis Tanovic,$3.2K,NA,NA
all_joking_aside,All Joking Aside,80,73,NA,NA,NA,2020-11-11,83,"Comedy, Drama",English,Shannon Kohli,James Pickering,NA,NA,NA
mermaids,Mermaids,70,71,NA,NA,NA,2001-02-06,110,"Comedy, Drama",English,Richard Benjamin,NA,$34.9M,NA,"Surround, Stereo"
1197811-ballet_shoes,Ballet Shoes,66,100,PG,['Smoking'],2008-08-26,2008-09-02,90,Drama,English,Sandra Goldbacher,Heidi Thomas,NA,"Screenvision, Koch Entertainment",NA
my_own_private_idaho,My Own Private Idaho,80,80,NA,NA,1991-10-18,2005-03-08,102,"Drama, Lgbtq+",English,Gus Van Sant,"William Shakespeare,Gus Van Sant",$6.4M,Fine Line Features,"Ultra-Stereo, Surround, Stereo"
exit_2019,Exit,94,83,NA,NA,2019-08-02,2019-11-01,100,"Comedy, Adventure",Korean,Sang-Geun Lee,Sang-Geun Lee,$468.0K,CJ Entertainment,NA
the_last_blockbuster,The Last Blockbuster,64,68,NA,NA,NA,2020-12-15,86,Documentary,English,Taylor Morden,Zeke Kamm,NA,NA,NA
american_carnage,American Carnage,84,58,R,"['Some Sexual References', 'Language Throughout', 'Gore', 'Drug Use', 'Nudity', 'Some Disturbing Violence']",2022-07-15,2022-07-15,101,"Mystery & thriller, Comedy",English,Diego Hallivis,"Diego Hallivis,Julio Hallivis",NA,Saban Films,Dolby Digital
queen_of_earth,Queen of Earth,58,93,NA,NA,2015-08-26,2015-12-22,89,"Comedy, Drama",English,Alex Ross Perry,Alex Ross Perry,$78.4K,IFC Films,NA
scrooged,Scrooged,71,69,NA,NA,1988-11-23,1999-11-09,101,"Holiday, Comedy, Fantasy",English,Richard Donner,"Mitch Glazer,Michael O'Donoghue",$58.2M,Paramount Pictures,"Surround, Dolby Stereo"
countdown_2019,Countdown,72,26,PG-13,"['Language', 'Bloody Images', 'Violence', 'Suggestive Material', 'Terror', 'Thematic Elements']",2019-10-25,2019-10-26,90,"Horror, Mystery & thriller, Comedy",English,Justin Dec,Justin Dec,$25.6M,STX Films,NA
lamb_2015,Lamb,80,89,NA,NA,NA,2017-03-02,94,Drama,Amharic,Yared Zeleke,"Yared Zeleke,Géraldine Bajard",NA,NA,NA
444_last_day_on_earth_2012,4:44 Last Day on Earth,19,47,R,"['Nudity', 'Language', 'A Scene of Strong Sexuality', 'Some Drug Content']",2012-03-23,2012-07-17,84,"Drama, Fantasy, Sci-fi",English,Abel Ferrara,Abel Ferrara,$15.7K,IFC Films,NA
the_bronx_usa_2019,"The Bronx, USA",60,100,NA,NA,NA,2019-11-14,85,Documentary,English,Danny Gold,"Danny Gold,Michael Mayhew",NA,NA,NA
maniac_1934,Maniac,31,89,NA,NA,1934-09-11,2002-03-19,67,Horror,English,Dwain Esper,Hildegarde Stadie,NA,Roadside Attractions,NA
london_the_modern_babylon,London: The Modern Babylon,82,88,NA,NA,NA,2014-06-19,125,Documentary,English,Julien Temple,Julien Temple,NA,NA,NA
afghan_cycles,Afghan Cycles,83,100,NA,NA,NA,2019-03-08,90,Documentary,Persian,Sarah Menzies,NA,NA,NA,NA
nayak,Nayak,92,100,NA,NA,NA,2018-02-20,120,"Drama, Adventure",Bangla,Satyajit Ray,Satyajit Ray,NA,NA,NA
scoobydoo_and_the_witchs_ghost,Scooby-Doo and the Witch's Ghost,75,50,NA,NA,NA,2007-05-15,70,"Kids & family, Adventure, Animation",English,Jim Stenstrum,NA,NA,NA,NA
the_assassin_2015,The Assassin,48,80,NA,NA,2015-10-16,2016-01-26,105,"Action, Drama",Chinese,Hsiao-hsien Hou,"Cheng Ah,T'ien-wen Chu,Hsiao-hsien Hou,Hai-Meng Hsieh",$632.5K,Well Go USA,NA
tess_of_the_storm_country,Tess of the Storm Country,86,100,NA,NA,NA,1999-10-13,137,Drama,NA,John S. Robertson,Elmer Harris,NA,NA,NA
when_father_was_away_on_business,When Father Was Away on Business,91,100,NA,NA,1985-10-11,2005-05-24,145,"Comedy, Drama",Hungarian,Emir Kusturica,NA,NA,Cannon Film Distributors,NA
haiku_tunnel,Haiku Tunnel,75,60,R,"['Language', 'Some Sexuality']",2001-09-14,2002-02-26,90,Comedy,English,"Jacob Kornbluth,Josh Kornbluth","Josh Kornbluth,Jacob Kornbluth",$252.1K,Sony Pictures Classics,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo"
a_fragile_trust_plagiarism_power_and_jayson_blair_at_the_new_york_times_2013,"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",54,69,NA,NA,2014-04-11,2017-04-03,78,Documentary,English,Samantha Grant,"Samantha Grant,Richard Levien",NA,"ITVS, Gush Productions",NA
tempest_storm,Tempest Storm,83,40,NA,NA,NA,NA,82,Documentary,English,Nimisha Mukerji,NA,NA,NA,NA
lacombe_lucien,"Lacombe, Lucien",85,100,NA,NA,1974-01-30,2006-03-28,135,Drama,French (Canada),Louis Malle,"Louis Malle,Patrick Modiano",NA,NA,NA
cow,Cow,68,96,NA,NA,2022-04-08,NA,93,Documentary,English,Andrea Arnold,NA,$22.2K,IFC Films,NA
walt_before_mickey_2015,Walt Before Mickey,40,17,PG,"['Period Smoking Throughout', 'Mild Thematic Elements', 'Language']",2015-08-14,2015-12-01,120,"Biography, History, Drama",English,Khoa Lê,"Arthur L. Bernstein,Armando Gutiérrez",NA,Vision Films,NA
beyond_vanilla,Beyond Vanilla,45,60,NA,NA,2003-05-09,2003-10-29,92,Documentary,English,Claes Lilja,NA,$23.9K,Strand Releasing,NA
1045171-equinox,Equinox,41,33,NA,NA,NA,2017-03-02,110,Drama,English,Alan Rudolph,NA,NA,NA,"Surround, Stereo"
phoenix_forgotten,Phoenix Forgotten,41,45,PG-13,"['Some Language', 'Peril', 'Terror']",2017-04-21,2017-08-01,87,"Sci-fi, Horror, Mystery & thriller",English,Justin Barber,"T.S. Nowlin,Justin Barber",$3.6M,"Entertainment Studios Motion Pictures, Cinelou Films",NA
the_phenix_city_story,The Phenix City Story,74,100,NA,NA,1955-08-14,2017-03-10,100,Drama,English,Phil Karlson,"Daniel Mainwaring,Crane Wilbur",NA,Allied Artists Pictures,NA
the_grizzlies,The Grizzlies,95,87,R,"['Language', 'Some Drug/Alcohol Use']",NA,2020-05-22,104,Drama,Inuktitut,Miranda de Pencier,"Moira Walley-Beckett,Graham Yost",NA,NA,NA
the_fk_it_list,The F**k-It List,24,0,NA,NA,NA,2020-07-02,103,Comedy,English,Michael Duggan,Michael Duggan,NA,NA,NA
kaala,Kaala,75,64,NA,NA,NA,2019-01-29,162,"Crime, Drama, Action",Tamil,Pa. Ranjith,Pa. Ranjith,$1.9M,NA,NA
red_flag_2012,Red Flag,43,74,NA,NA,NA,2014-02-11,85,"Romance, Comedy",English,Alex Karpovsky,Alex Karpovsky,NA,NA,NA
kiss-me-kate1953,Kiss Me Kate,67,93,NA,NA,1953-11-26,2003-04-22,109,"Musical, Comedy",English,George Sidney,NA,NA,"Metro-Goldwyn-Mayer, MGM/UA Home Entertainment Inc.",NA
the_tiger_who_came_to_tea,The Tiger Who Came to Tea,100,100,NA,NA,NA,NA,23,"Kids & family, Adventure, Animation",English (United Kingdom),Robin Shaw,"Joanna Harrison,Judith Kerr",NA,NA,NA
safer_at_home,Safer at Home,39,6,NA,NA,2021-02-26,2021-02-26,84,Mystery & thriller,English,Will Wernick,"Will Wernick,Lia Bozonelis",NA,Vertical Entertainment,NA
lightning_jack,Lightning Jack,45,6,NA,NA,NA,NA,93,Comedy,English,Simon Wincer,NA,$15.3M,NA,"Stereo, Surround"
free_birds_2013,Free Birds,44,20,PG,"['Some Action/Peril', 'Rude Humor']",2013-11-01,2014-02-04,91,"Kids & family, Holiday, Comedy, Adventure, Animation",English,Jimmy Hayward,"Scott Mosier,Jimmy Hayward",$55.7M,Relativity Media,NA
fortune_and_mens_eyes,Fortune and Men's Eyes,53,57,NA,NA,NA,NA,102,Drama,English,Harvey Hart,NA,NA,NA,NA
stillborn_2018,Still/Born,35,67,R,"['Disturbing Images', 'Some Violence and Language']",2018-02-09,2018-02-10,87,"Horror, Mystery & thriller",English,Brandon Christensen,"Colin Minihan,Brandon Christensen",NA,Vertical Entertainment,NA
a_short_history_of_decay,A Short History of Decay,58,67,R,"['Language', 'Sexual References']",NA,2014-06-10,93,Comedy,English,Michael Maren,Michael Maren,NA,NA,NA
animals_2017,Animals,60,86,NA,NA,NA,NA,95,Mystery & thriller,German,Greg Zglinski,"Greg Zglinski,Jörg Kalt",NA,NA,NA
formula,The Formula,22,30,NA,NA,1980-12-19,2006-11-07,117,Mystery & thriller,English,John G. Avildsen,NA,NA,Metro-Goldwyn-Mayer,NA
the_tomb_of_ligeia,The Tomb of Ligeia,61,85,NA,NA,NA,2006-09-05,81,"Horror, Mystery & thriller",English (United Kingdom),Roger Corman,Robert Towne,NA,NA,NA
endangered_2022,Endangered,50,100,NA,NA,NA,2022-06-28,90,Documentary,English,"Heidi Ewing,Rachel Grady",NA,NA,NA,NA
the_we_and_the_i,The We and the I,48,70,NA,NA,2013-03-08,2013-09-17,103,Drama,English,Michel Gondry,"Michel Gondry,Jeffrey Grimshaw,Paul Proch",$28.3K,Paladin,NA
hostile_2017,Hostile,78,60,NA,NA,NA,2018-09-04,83,"Horror, Mystery & thriller",English,Mathieu Turi,Mathieu Turi,NA,NA,NA
zombie_honeymoon,Zombie Honeymoon,32,80,NA,NA,NA,2006-02-27,83,"Horror, Romance, Comedy",English,David Gebroe,David Gebroe,NA,NA,Dolby
godmonster_of_indian_flats,Godmonster of Indian Flats,31,83,NA,NA,1973-12-31,2018-01-02,89,Horror,English,Fredric Hobbs,Fredric Hobbs,NA,NA,NA
hello_my_name_is_doris,"Hello, My Name Is Doris",76,85,R,['Language'],2016-03-25,2016-06-14,90,"Comedy, Drama",English,Michael Showalter,"Michael Showalter,Laura Terruso",$14.4M,Roadside Attractions,NA
mrs_chatterjee_vs_norway,Mrs. Chatterjee vs Norway,93,9,NA,NA,2023-03-17,NA,134,Drama,Hindi,Ashima Chibber,"Ashima Chibber,Rahul Handa,Sameer Satija",NA,ZEE Studios International,NA
northern_soul,Northern Soul,57,76,R,"['Language Throughout', 'Drug Use', 'Brief Sexuality']",2015-10-02,2016-01-05,102,"Comedy, Drama",English,Elaine Constantine,Elaine Constantine,$6.8K,Freestyle Releasing,NA
cannes_man,Cannes Man,44,50,NA,NA,NA,2011-03-01,88,Comedy,English,Richard Martini,NA,NA,NA,NA
out_stealing_horses,Out Stealing Horses,50,72,NA,NA,2020-08-07,2020-08-07,123,Drama,Norwegian,Hans Petter Moland,Hans Petter Moland,NA,Magnolia Pictures,NA
1215969-i_sell_the_dead,I Sell the Dead,47,73,NA,NA,2009-08-07,2009-11-24,85,"Horror, Comedy",English,Glenn McQuaid,Glenn McQuaid,$7.1K,IFC Films,NA
better_living_through_chemistry,Better Living Through Chemistry,38,22,NA,NA,2014-03-14,2014-04-15,91,"Comedy, Drama",English,"Geoff Moore,David Posamentier","Geoff Moore,David Posamentier",$72.3K,Samuel Goldwyn Company,NA
desperado,Desperado,79,67,R,"['Strong Bloody Violence', 'Language', 'Strong Sex Scene']",1995-08-25,1999-03-09,103,Action,English,Robert Rodriguez,Robert Rodriguez,$24.9M,Columbia Pictures,"Dolby Stereo, Dolby A, SDDS, Surround, Stereo, Dolby Digital, Dolby SR"
after_the_rehearsal,After the Rehearsal,81,92,NA,NA,NA,2018-11-20,72,Drama,Swedish,Ingmar Bergman,NA,NA,NA,NA
ballistic_ecks_vs_sever,Ballistic: Ecks vs. Sever,20,0,R,['Strong Violence'],2002-09-20,2002-12-24,91,Action,English,Wych Kaosayananda,Alan B. McElroy,$14.3M,Warner Bros. Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital"
girl_with_the_red_riding_hood,Red Riding Hood,39,10,PG-13,"['Some Sensuality', 'Creature Terror', 'Violence']",2011-03-11,2011-06-14,99,"Horror, Mystery & thriller, Fantasy",English,Catherine Hardwicke,David Leslie Johnson-McGoldrick,$37.7M,Warner Bros. Pictures,"Dolby Digital, SDDS, Datasat, DTS"
andy_warhols_trash,Andy Warhol's Trash,72,80,NA,NA,NA,2005-10-18,103,"Comedy, Drama",English,Paul Morrissey,NA,$5.2K,NA,NA
yves_saint_laurent,Yves Saint Laurent,39,44,R,"['Sexual Content', 'Drug Use']",2014-06-25,2014-12-09,105,"Biography, History, Drama, Lgbtq+",French (France),Jalil Lespert,"Marie-Pierre Huster,Jacques Fieschi,Jalil Lespert,Marie-Pierre Huster",NA,Weinstein Co.,NA
strawberry_mansion,Strawberry Mansion,71,88,NA,NA,2022-02-18,NA,91,"Fantasy, Adventure, Animation",English,"Kentucker Audley,Albert Birney,Albert Birney","Kentucker Audley,Albert Birney,Albert Birney",$96.2K,Music Box Films,NA
may_it_last_a_portrait_of_the_avett_brothers,May It Last: A Portrait of the Avett Brothers,98,89,NA,NA,2017-09-12,2018-01-05,104,"Documentary, Music",English,"Judd Apatow,Michael Bonfiglio",NA,$702.8K,Oscilloscope Laboratories,NA
devils_gate_2018,Devil's Gate,25,38,NA,NA,NA,2018-01-05,95,Mystery & thriller,English,Clay Staub,"Peter Aperlo,Clay Staub",NA,NA,NA
mission_to_lars,Mission to Lars,70,81,NA,NA,NA,2015-11-03,74,"Documentary, Adventure, Biography",English,"James Moore,William Spicer",James Moore,NA,NA,NA
the_wasp_woman_1959,The Wasp Woman,24,45,NA,NA,1959-11-02,2001-07-24,66,Sci-fi,English,Roger Corman,Leo Gordon,NA,NA,NA
tere_bin_laden_dead_or_alive,Tere Bin Laden 2,38,40,NA,NA,2016-02-26,NA,104,"Comedy, Action",Hindi,Abhishek Sharma,"Pradhuman Singh,Neha Sharma,Abhishek Sharma",NA,Reliance Entertainment,Dolby Digital
geography_club_2013,Geography Club,53,67,PG-13,"['Sexual Content', 'Language', 'Bullying', 'Teen Drinking', 'Thematic Material']",NA,2014-04-01,83,"Comedy, Drama, Lgbtq+",English,Gary Entin,Edmund Entin,NA,NA,NA
king_rat,King Rat,84,100,NA,NA,1965-10-27,2003-05-06,133,War,English,Bryan Forbes,NA,NA,Columbia Pictures,NA
stand_2019,Stand!,71,57,NA,NA,2020-12-01,2021-04-29,110,"History, Drama",English,Robert Adetuyi,Rick Chafe,NA,NA,NA
10008701-laaga_chunari_mein_daag,Laaga Chunari Mein Daag,58,50,NA,NA,2007-10-12,2007-11-20,138,Drama,Hindi,Pradeep Sarkar,NA,NA,NA,NA
mona_lisa_smile,Mona Lisa Smile,60,34,PG-13,"['Thematic Issues', 'Sexual Content']",2003-12-19,2004-03-09,117,Drama,English,Mike Newell,"Lawrence Konner,Mark Rosenthal",$63.7M,"Columbia Pictures, Sony Pictures Entertainment","Surround, Dolby SR, DTS, SDDS"
the_novice_2021,The Novice,72,93,R,"['Brief Disturbing Material', 'Some Sexuality', 'Language']",2021-12-17,2021-12-17,94,Mystery & thriller,English,Lauren Hadaway,Lauren Hadaway,$23.0K,IFC Films,NA
the_brooklyn_brothers_beat_the_best_2011,The Brooklyn Brothers Beat the Best,62,33,NA,NA,2012-09-21,2013-02-12,97,Comedy,English,Ryan O'Nan,Ryan O'Nan,$50.5K,Oscilloscope Pictures,NA
god_said_ha,"God Said, Ha!",73,86,NA,NA,1998-03-14,2003-05-06,85,Comedy,English,Julia Sweeney,Julia Sweeney,NA,Miramax Films,Surround
national_lampoon_presents_the_beach_party_at_the_threshold_of_hell,The Beach Party at the Threshold of Hell,45,67,R,"['Language', 'Violence']",NA,2017-05-23,90,Comedy,English,"Jonny Gillette,Kevin Wheatley",Kevin Wheatley,NA,NA,NA
out_of_print_2016,Out of Print,52,80,NA,NA,NA,2016-09-06,86,Documentary,English,Julia Marchese,NA,NA,NA,NA
10010610-summer,Summer,62,78,NA,NA,NA,2016-03-29,83,Drama,English,Kenneth Glenaan,Hugh Ellis,NA,NA,NA
moonstruck,Moonstruck,80,93,NA,NA,1987-12-18,1998-06-30,101,"Romance, Comedy",English,Norman Jewison,John Patrick Shanley,$80.0M,Metro-Goldwyn-Mayer,NA
1040891-night_and_the_city,Night and the City,90,81,NA,NA,1950-06-09,2005-02-01,95,"Crime, Drama",English,Jules Dassin,"Austin Dempster,Jo Eisinger,Gerald Kersh",NA,20th Century Fox,Mono
butter_2011,Butter,44,34,R,"['Sexual Content', 'Language', 'Brief Drug Use']",2012-10-05,2012-12-04,90,Comedy,English,Jim Field Smith,Jason A. Micallef,$70.9K,Weinstein Co.,"SDDS, Dolby Digital"
love_streams,Love Streams,88,100,NA,NA,1984-08-24,2014-08-12,136,Drama,English,John Cassavetes,"Ted Allan,John Cassavetes",NA,Cannon Films,NA
vicky_cristina_barcelona,Vicky Cristina Barcelona,74,80,PG-13,"['Sexuality', 'Mature Thematic Material', 'Smoking']",2008-08-15,2009-01-27,96,"Comedy, Drama, Romance",English,Woody Allen,Woody Allen,$23.2M,Metro-Goldwyn-Mayer,NA
yellow_asphalt,Yellow Asphalt,57,100,NA,NA,2002-03-13,NA,87,Drama,Hebrew,Dan Verete,Dan Verete,$11.6K,New Yorker Films,Mono
heaven_knows_what,Heaven Knows What,66,87,R,"['Graphic Nudity', 'Drug Use Throughout', 'Disturbing and Violent Images', 'Pervasive Language', 'Sexuality']",2015-05-29,2015-09-15,95,Drama,English,"Josh Safdie,Benny Safdie","Ronald Bronstein,Josh Safdie",$79.1K,Radius TWC,NA
love_story,Love Story,75,66,NA,NA,1970-12-16,2001-04-24,99,"Romance, Drama",English,Arthur Hiller,Erich Segal,NA,Paramount Pictures,NA
aarons_blood_2017,Aaron's Blood,32,60,NA,NA,2017-06-02,2017-06-06,80,"Horror, Mystery & thriller",English,Tommy Stovall,Tommy Stovall,NA,Gravitas Ventures,NA
what_would_jesus_buy,What Would Jesus Buy?,60,56,PG,"['Brief Mild Language', 'Thematic Material']",NA,2008-05-20,90,Documentary,English,Rob VanAlkemade,NA,$188.8K,NA,NA
the_apollo,The Apollo,88,95,NA,NA,NA,2019-11-14,98,Documentary,English,Roger Ross Williams,NA,NA,NA,NA
