id,title,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix
les_cousins,The Cousins,81,94,NA,NA,1959-11-23,2011-09-20,112,Drama,French (Canada),Claude Chabrol,"Claude Chabrol,Paul Gégauff",NA,NA,NA
layer_cake,Layer Cake,84,80,R,"['Nudity', 'Drug Use', 'Pervasive Language', 'Sexuality', 'Strong Brutal Violence']",2005-05-13,2005-08-23,105,"Crime, Drama",English,Matthew Vaughn,J.J Connolly,$2.3M,Sony Pictures Classics,Dolby SRD
persons_of_interest,Persons of Interest,80,90,NA,NA,2004-01-22,NA,64,Documentary,Arabic,"Alison Maclean,Tobias Perse",NA,NA,NA,NA
star_trek_vi_the_undiscovered_country,Star Trek VI: The Undiscovered Country,83,82,NA,NA,1991-12-06,2009-05-12,109,Sci-fi,English,Nicholas Meyer,"Leonard Nimoy,Lawrence Konner,Mark Rosenthal,Nicholas Meyer,Denny Martin Flinn",$71.7M,Paramount Pictures,"Dolby SR, Dolby Stereo, Stereo, Magnetic Stereo 6 Track, Dolby A, Surround, Dolby Digital"
the_glorias,The Glorias,65,68,R,"['Some Language', 'Brief Lewd Images']",NA,2020-09-30,139,"Biography, Drama",English,Julie Taymor,"Sarah Ruhl,Julie Taymor",NA,NA,NA
cheetah_girls,The Cheetah Girls,49,71,NA,NA,NA,2004-06-29,93,"Kids & family, Comedy, Drama",English,Oz Scott,Alison Taylor,NA,NA,NA
good_luck_chuck,Good Luck Chuck,57,5,R,"['Language', 'Crude Dialogue', 'Nudity', 'Some Drug Use', 'Strong Sexual Content']",2007-09-21,2008-01-15,99,"Romance, Comedy",English,Mark Helfrich,Josh Stolberg,$35.0M,Lionsgate Films,"Dolby SRD, DTS, SDDS"
1167633-driving_lessons,Driving Lessons,71,48,PG-13,"['Some Thematic Material', 'Sexual Content', 'Language']",NA,2007-07-03,98,"Comedy, Drama",English,Jeremy Brock,Jeremy Brock,$238.8K,NA,NA
beethovens_4th,Beethoven's 4th,28,0,NA,NA,NA,2008-12-30,93,"Kids & family, Comedy",English,David M. Evans,John Loy,NA,NA,NA
loev,Loev,49,86,NA,NA,NA,2017-05-18,92,"Drama, Romance, Lgbtq+",Hindi,Sudhanshu Saria,Sudhanshu Saria,NA,NA,NA
somewhere_2010,Somewhere,48,70,R,"['Nudity', 'Language', 'Sexual Content']",2010-12-22,2011-04-19,98,"Comedy, Drama",English,Sofia Coppola,Sofia Coppola,$1.8M,Focus Features,"Dolby Digital, DTS"
lady_and_the_tramp_2019,Lady and the Tramp,50,66,PG,"['Action/Peril', 'Some Mild Thematic Elements']",NA,2020-03-11,103,"Kids & family, Adventure, Comedy",English,Charlie Bean,"Andrew Bujalski,Kari Granlund",NA,NA,NA
the-knack-and-how-to-get-it,The Knack... and How to Get It,69,75,NA,NA,1965-06-29,2002-09-17,84,Comedy,English (United Kingdom),Richard Lester,Charles Wood,NA,Lopert Pictures Corp.,NA
little_miss_marker,Little Miss Marker,74,100,NA,NA,NA,2007-03-13,80,Comedy,English,Alexander Hall,NA,NA,NA,NA
1076267-volcano,Volcano,32,49,NA,NA,1997-04-25,1999-03-09,102,Action,English,Mick Jackson,"Jerome Armstrong,Billy Ray",$47.5M,"20th Century Fox, Fox","SDDS, DTS, Surround, Dolby Digital"
1001994-belles_of_st_trinians,The Belles of St. Trinian's,68,71,NA,NA,NA,2020-04-07,91,Comedy,English,Frank Launder,"Frank Launder,Sidney Gilliat,Val Valentine",NA,NA,NA
batman_year_one,Batman Year One,79,89,PG-13,"['Violence', 'Some Sexual Material']",NA,2011-10-18,64,"Action, Adventure, Animation",English,"Sam Liu,Lauren Montgomery",Tab Murphy,NA,NA,NA
beyond_belief_2008,Beyond Belief,89,83,NA,NA,NA,2008-09-02,98,Documentary,English,Beth Murphy,NA,NA,NA,NA
gogol_bordello_non_stop,Gogol Bordello Non-Stop,87,88,NA,NA,NA,2010-03-16,93,Documentary,Russian,Margarita Jimeno,NA,NA,NA,NA
wings_of_desire,Wings of Desire,93,98,NA,NA,1987-01-01,2009-11-03,128,Fantasy,German,Wim Wenders,"Wim Wenders,Peter Handke",$120.8K,Orion Pictures,"Stereo, Dolby Stereo"
illuminata,Illuminata,67,44,NA,NA,NA,2013-08-06,120,"Comedy, Drama",English,John Turturro,"Brandon Cole,Brandon Cole",$836.6K,NA,"Surround, Dolby Digital"
the_french_minister,The French Minister,55,62,NA,NA,2014-03-21,2014-06-17,113,Drama,French (Canada),Bertrand Tavernier,NA,$3.8K,IFC Films,NA
gonjiam_haunted_asylum,Gonjiam: Haunted Asylum,75,91,NA,NA,2018-04-13,2018-09-18,93,"Horror, Mystery & thriller",Korean,Jeong Beom-sik,NA,$111.2K,Well Go USA,NA
like_a_boss,Like a Boss,65,22,R,"['Drug Use', 'Crude Sexual Material', 'Language']",2020-01-10,2020-04-07,83,Comedy,English,Miguel Arteta,"Sam Pitman,Adam Cole-Kelly",$22.1M,Paramount Pictures,NA
and_soon_the_darkness_2010,And Soon the Darkness,16,17,R,"['Some Violence', 'Brief Torture']",2010-12-17,2010-12-28,91,"Mystery & thriller, Horror",English,Marcos Efron,"Marcos Efron,Jennifer Derwingson",NA,Anchor Bay,NA
powder_2011,Powder,17,0,NA,NA,NA,2017-05-22,105,Drama,English,Mark Elliott,NA,NA,NA,NA
fluke,Fluke,69,25,NA,NA,NA,2001-03-06,96,"Kids & family, Drama",English,Carlo Carlei,NA,$3.3M,NA,Surround
priceless_2016,Priceless,77,40,PG-13,"['Human Trafficking', 'Some Violence', 'Mature Thematic Material']",2016-10-14,2017-03-14,98,"Drama, Mystery & thriller",English,Ben Smallbone,"Chris Dowling,Tyler Poelle",$1.5M,Roadside Attractions,NA
baby_geniuses,Baby Geniuses,24,2,NA,NA,1999-03-12,2004-03-23,94,"Kids & family, Comedy",English,Bob Clark,"Bob Clark,Greg Michael",$27.1M,"Sony Pictures Entertainment, TriStar Pictures","Surround, SDDS"
wetlands_2014,Wetlands,66,91,NA,NA,2014-09-05,2015-01-13,109,"Comedy, Drama",German,David Wnendt,"Claus Falkenberg,David Wnendt",$59.4K,Strand Releasing,NA
quigley_down_under,Quigley Down Under,74,55,NA,NA,NA,2001-09-04,119,Western,English,Simon Wincer,NA,$20.1M,NA,"Surround, Stereo"
morbius,Morbius,71,16,PG-13,"['Intense Sequences of Violence', 'Brief Strong Language', 'Some Frightening Images']",2022-04-01,NA,104,"Action, Fantasy",English,Daniel Espinosa,"Matt Sazama,Burk Sharpless",$73.6M,Columbia Pictures,"Dolby Atmos, Dolby Digital"
wind_river_2017,Wind River,90,88,R,"['Disturbing Images', 'A Rape', 'Language', 'Strong Violence']",2017-08-18,2017-11-14,111,"Mystery & thriller, Crime, Drama",English,Taylor Sheridan,Taylor Sheridan,$33.8M,Weinstein Co.,Dolby Digital
the_doorman_2008,The Doorman,50,22,NA,NA,2008-07-18,NA,76,Comedy,English,Wayne Price,"Lucas Akoskin,Wayne Price",NA,"Gigantic Pictures, LLC",NA
1029112-alice_in_wonderland,Alice in Wonderland,78,84,NA,NA,1951-07-26,2010-03-30,75,"Kids & family, Fantasy, Animation",English,"Clyde Geronimi,Wilfred Jackson,Hamilton Luske","Winston Hibler,Ted Sears,Bill Peet,Erdman Penner,Joe Rinaldi,Milt Banta,Joe Grant,Dick Huemer,William Cottrell,Tom Oreb,John Walbridge",NA,RKO Radio Pictures,NA
at_the_end_of_the_tunnel,At the End of the Tunnel,73,83,NA,NA,NA,2017-08-02,120,"Crime, Drama, Mystery & thriller",Spanish,Rodrigo Grande,Rodrigo Grande,NA,NA,NA
sushi_girl,Sushi Girl,44,50,R,"['Nudity', 'Language', 'Brief Drug Use', 'Strong Bloody Violence', 'Torture']",NA,2013-02-05,98,"Crime, Drama, Mystery & thriller",English,Kern Saxton,"Destin Jude Pfaff,Kern Saxton",NA,NA,NA
rogers_park,Rogers Park,87,100,NA,NA,NA,2018-05-01,87,"Comedy, Drama",English,Kyle Henry,Carlos Trevino,NA,NA,NA
last_of_sheila,The Last of Sheila,86,89,NA,NA,NA,2004-04-20,120,"Mystery & thriller, Comedy",English,Herbert Ross,NA,NA,NA,NA
metal_a_headbangers_journey,Metal: A Headbanger's Journey,91,90,R,"['Some Nudity', 'Sexual Content', 'Language', 'Violent Images']",NA,2006-05-23,96,Documentary,English,"Sam Dunn,Scot McFadyen,Jessica Joy Wise","Sam Dunn,Scot McFadyen,Jessica Joy Wise",NA,NA,Dolby SR
spirit_untamed,Spirit Untamed,95,48,PG,['Some Adventure Action'],2021-06-04,2021-06-25,88,"Kids & family, Adventure, Animation",English,Elaine Bogan,"Aury Wallington,Kristin Hahn",$17.6M,Universal Pictures,"Dolby Atmos, Dolby Digital, DTS"
jaan_e_mann,Jaan E Mann,74,50,NA,NA,2006-10-20,2017-05-22,165,"Romance, Musical",Hindi,Shirish Kunder,Shirish Kunder,$510.0K,NA,NA
poohs_grand_adventure_the_search_for_christopher_robin,Pooh's Grand Adventure: The Search for Christopher Robin,71,33,NA,NA,NA,2006-04-11,70,"Kids & family, Adventure, Animation",English,Karl Geurs,"Karl Geurs,Carter Crocker",NA,NA,NA
green_lantern_emerald_knights,Green Lantern: Emerald Knights,71,80,PG,"['Some Language', 'Sci-Fi Action Violence']",NA,2011-06-07,84,"Kids & family, Action, Adventure, Sci-fi, Animation",English,"Christopher Berkeley,Lauren Montgomery,Jay Oliva",NA,NA,NA,NA
the_song_of_names,The Song of Names,90,39,PG-13,"['Smoking', 'Brief Sexual Material', 'Some Strong Language', 'Thematic Elements']",2019-12-25,2020-03-24,113,"Drama, Mystery & thriller",English,François Girard,"Jeffrey Caine,Norman Lebrecht",$1.1M,Sony Pictures Classics,NA
how_to_plan_an_orgy_in_a_small_town,How to Plan an Orgy in a Small Town,36,29,NA,NA,NA,2016-12-02,101,Comedy,English,Jeremy LaLonde,Jeremy LaLonde,NA,NA,NA
i_wish_2012,I Wish,84,94,PG,"['Smoking', 'Mild Thematic Elements', 'Language']",NA,2012-11-06,128,"Comedy, Drama",Japanese,Hirokazu Koreeda,Hirokazu Koreeda,$146.7K,NA,NA
violet_tendencies,Violet Tendencies,50,63,NA,NA,NA,2011-05-24,99,Comedy,English,Casper Andreas,Jesse Archer,$5.3K,NA,NA
striptease,Striptease,24,14,NA,NA,NA,1999-07-27,115,Drama,English,Andrew Bergman,Andrew Bergman,$32.8M,NA,"Stereo, Surround"
one_october,One October,80,100,NA,NA,NA,2018-05-14,56,Drama,English,Rachel Shuman,"Annie Bruno,Whitney Henry-Lester",NA,NA,NA
metroland,Metroland,54,62,NA,NA,1997-05-28,NA,105,"Comedy, Drama",English,Philip Saville,Adrian Hodges,$299.5K,NA,Surround
the_change_up,The Change-Up,47,26,R,"['Some Graphic Nudity', 'Drug Use', 'Strong Crude Language', 'Strong Crude Sexual Content']",2011-08-05,2011-11-08,112,Comedy,English,David Dobkin,"Jon Lucas,Scott Moore",$37.0M,Universal Pictures,NA
first_snow,First Snow,41,58,R,"['Some Violence', 'Sexuality', 'Language']",2007-03-23,2007-11-27,101,"Drama, Mystery & thriller",English,Mark Fergus,"Mark Fergus,Hawk Ostby",$213.0K,Yari Film Group,NA
hidden_blade_2023,Hidden Blade,98,73,NA,NA,2023-02-17,NA,128,"History, Drama, Mystery & thriller",English,Er Cheng,Er Cheng,$797.3K,Well Go USA Entertainment,NA
last_wave,The Last Wave,79,82,NA,NA,1978-10-06,2001-11-27,105,Mystery & thriller,English,Peter Weir,"Peter Weir,Tony Morphett,Petru Popescu",NA,"World Northal, Criterion Collection",Mono
up_close_and_personal,Up Close & Personal,66,32,NA,NA,1996-03-01,2002-07-02,124,Romance,English,Jon Avnet,"Joan Didion,John Gregory Dunne",$51.1M,Buena Vista Pictures,"Surround, Stereo"
viva_las_vegas,Viva Las Vegas,67,87,NA,NA,1964-05-20,2007-08-07,86,Musical,English,George Sidney,Sally Benson,NA,Metro-Goldwyn-Mayer Distributing Corp.,Mono
days_and_clouds,Days and Clouds,62,81,NA,NA,2008-07-11,2009-01-06,119,Drama,Italian,Silvio Soldini,"Doriana Leondeff,Francesco Piccolo,Federica Pontremoli,Silvio Soldini",$109.3K,Film Movement,NA
the_patriot,The Patriot,55,100,NA,NA,1928-08-17,NA,108,"History, Drama",English,Ernst Lubitsch,NA,NA,Paramount Pictures,NA
1116417-next_big_thing,The Next Big Thing,50,41,NA,NA,NA,NA,100,Comedy,English,P.J. Posner,NA,$14.2K,NA,NA
the_magician_1958,The Magician,85,100,NA,NA,NA,2015-06-30,102,"Comedy, Drama",Swedish,Ingmar Bergman,Ingmar Bergman,NA,NA,NA
yusuf_hawkins_storm_over_brooklyn,Yusuf Hawkins: Storm Over Brooklyn,83,87,NA,NA,NA,2020-08-13,100,Documentary,English,Muta'Ali Muhammad,NA,NA,NA,NA
belly_of_the_beast_2020,Belly of the Beast,83,100,NA,NA,2020-10-16,2020-10-06,82,Documentary,English,Erika Cohn,NA,NA,PBS,NA
semi_pro,Semi-Pro,38,22,R,"['Some Sexual Content', 'Language']",2008-02-29,2008-06-03,91,Comedy,English,Kent Alterman,Scot Armstrong,$33.5M,New Line Cinema,"SDDS, DTS, Dolby SRD"
silver_skates_2021,Silver Skates,84,33,NA,NA,NA,2021-06-16,130,Drama,Russian,Michael Lockshin,Roman Kantor,NA,NA,NA
brilliantlove-2010,The Orgasm Diaries (Brilliantlove),33,50,NA,NA,NA,NA,NA,NA,NA,Ashley Horner,NA,NA,NA,NA
1060518-hideaway,Hideaway,38,20,NA,NA,NA,2000-10-03,103,Horror,English,Brett Leonard,Dean R. Koontz,$11.7M,NA,Surround
shock_treatment,Shock Treatment,62,57,NA,NA,1981-10-31,2006-09-05,94,Horror,English,Jim Sharman,"Richard O'Brien,Jim Sharman",NA,20th Century Fox,"Dolby, Surround"
paradise_lost_2_revelations,Revelations: Paradise Lost 2,84,91,NA,NA,2001-03-12,2016-11-30,100,Documentary,English,"Joe Berlinger,Bruce Sinofsky",NA,NA,"Creative Thinking International, Ltd.",NA
the_guard_2011,The Guard,81,94,R,"['Pervasive Language', 'Drug Material', 'Sexual Content', 'Some Violence']",2011-07-29,2012-01-03,95,"Comedy, Mystery & thriller",English,John Michael McDonagh,John Michael McDonagh,$5.4M,Sony Pictures Classics,Dolby Digital
modern_love_is_automatic,Modern Love Is Automatic,55,100,NA,NA,NA,NA,93,Comedy,English,Zach Clark,Zach Clark,NA,NA,NA
safe-in-hell-1931,Safe in Hell,42,100,NA,NA,1931-12-12,NA,65,Drama,English,William A. Wellman,"Houston Branch,Joseph Jackson,Maude Fulton",NA,"Warner Bros., First National Pictures Inc., The Vitaphone Corporation",NA
piccadilly,Piccadilly,75,79,NA,NA,1929-06-01,2005-03-01,92,"Crime, Drama, Mystery & thriller",English,E.A. Dupont,Arnold Bennett,NA,Milestone Film & Video,NA
small_crimes,Small Crimes,32,59,NA,NA,NA,2017-05-06,95,"Crime, Drama, Mystery & thriller",English,E.L. Katz,"Macon Blair,E.L. Katz",NA,NA,NA
the_butterfly_2004,The Butterfly,85,80,NA,NA,2003-12-19,NA,80,"Comedy, Drama",French (Canada),Philippe Muyl,Philippe Muyl,$38.4K,First Run,NA
savages_2012,Savages,54,50,R,"['Language Throughout', 'Drug Use Throughout', 'Nudity', 'Some Graphic Sexuality', 'Strong Brutal/Grisly Violence']",2012-07-06,2012-10-23,130,"Crime, Drama, Mystery & thriller",English,Oliver Stone,"Shane Salerno,Don Winslow,Oliver Stone",$47.3M,Universal Studios,"SDDS, Dolby Digital, Datasat"
baron_blood,Baron Blood,34,14,NA,NA,NA,2007-10-23,90,Horror,Italian,Mario Bava,NA,NA,NA,NA
blood_red_sky,Blood Red Sky,57,81,NA,NA,NA,2021-07-23,121,"Horror, Mystery & thriller",German,Peter Thorwarth,"Stefan Holtz,Peter Thorwarth",NA,NA,NA
the_net_2016,The Net,62,83,NA,NA,NA,NA,NA,NA,NA,Kim Ki-duk,NA,NA,NA,NA
angst_1983,Angst,73,100,NA,NA,NA,2015-11-17,75,"Crime, Drama, Horror",German,Gerald Kargl,"Gerald Kargl,Zbigniew Rybczyński",NA,NA,NA
sorry_we_missed_you,Sorry We Missed You,81,87,NA,NA,2020-03-06,2020-06-12,100,Drama,English (United Kingdom),Ken Loach,Paul Laverty,$28.3K,Zeitgeist Films,NA
schools_out_2018,School's Out,54,100,NA,NA,NA,2020-01-16,104,Mystery & thriller,French (France),Sébastien Marnier,"Sébastien Marnier,Elise Griffon",NA,NA,NA
10009469-the_other_man,The Other Man,18,15,R,"['Some Sexuality', 'Some Nudity', 'Language']",NA,2009-12-15,90,"Drama, Mystery & thriller",English,Richard Eyre,"Richard Eyre,Charles Wood",NA,NA,NA
nerve_2016,Nerve,66,67,PG-13,"['Thematic Material', 'Drinking', 'Dangerous and Risky Behavior', 'Some Sexual Content', 'Drug Content', 'Language', 'Nudity']",2016-07-27,2016-10-25,96,"Mystery & thriller, Action",English,"Henry Joost,Ariel Schulman",Jessica Sharzer,$38.6M,Lionsgate Films,DTS
behind_the_curve,Behind the Curve,65,91,NA,NA,NA,2018-11-20,96,Documentary,English,Daniel J. Clark,NA,NA,NA,NA
road,Road,40,40,NA,NA,NA,2017-01-08,92,Drama,English,Leslie McCleave,Leslie McCleave,NA,NA,NA
a_great_wall,A Great Wall,53,56,NA,NA,NA,2006-08-01,100,"Comedy, Drama",English,Peter Wang,NA,NA,NA,NA
the_valley_2018,The Valley,63,42,R,"['Language', 'Some Teen Drug and Alcohol Use']",2018-06-08,2018-06-16,95,"Drama, Mystery & thriller",English,Saila Kariat,Saila Kariat,NA,Wavefront Pictures,NA
the_young_girls_of_rochefort,The Young Girls of Rochefort,84,98,NA,NA,1967-03-08,2014-07-22,125,"Musical, Romance",French (France),"Jacques Demy,Agnès Varda","Jacques Demy,Julian More",$88.5K,"Warner Bros., Miramax Home Entertainment [us], Miramax Films, Miramax Zoë",Stereo
interlude_in_prague,Interlude in Prague,70,80,NA,NA,NA,2019-06-07,103,"History, Drama, Biography, Romance",English (United Kingdom),John Stephenson,"Brian Ashby,Helen Clare Cromarty,John Stephenson",NA,NA,NA
this_movie_is_broken,This Movie Is Broken,44,83,NA,NA,NA,2012-01-17,85,Drama,English,Bruce McDonald,Don McKellar,NA,NA,NA
mental_2012,Mental,55,44,NA,NA,2013-03-29,2013-06-04,116,"Comedy, Drama",English,P.J. Hogan,P.J. Hogan,$17.3K,Dada Films,NA
luminarias,Luminarias,67,69,R,"['Language', 'Sexuality']",1999-05-05,2007-01-02,101,"Romance, Comedy",English,Jose Luis Valenzuela,Evelina Fernandez,$428.5K,"New Latin Pictures, Artist View Entertainment","Mono, Surround"
fletch,Fletch,81,77,NA,NA,1985-05-31,1998-08-18,98,"Comedy, Mystery & thriller",English,Michael Ritchie,Andrew Bergman,NA,NA,Surround
15_minutes_of_war,15 Minutes of War,80,43,NA,NA,2019-08-02,2019-08-05,98,"Mystery & thriller, Drama",French (France),Fred Grivois,"Ileana Epsztajn,Fred Grivois,Jérémie Guez",NA,Blue Fox Entertainment,Dolby Digital
passing_2021,Passing,86,90,PG-13,"['Thematic Material', 'Some Racial Slurs', 'Smoking']",2021-10-27,2021-11-10,98,Drama,English,Rebecca Hall,Rebecca Hall,NA,Netflix,Dolby Digital
demon_slayer_kimetsu_no_yaiba_the_movie_mugen_train,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,99,98,R,['Violence and Bloody Images'],2021-04-23,2021-06-22,117,"Fantasy, Adventure, Action, Anime",Japanese,Haruo Sotozaki,NA,NA,Funimation,Dolby Digital
ghosts_of_war,Ghosts of War,44,40,R,"['Language', 'Disturbing and Grisly Images', 'Brief Nude Images', 'Strong Bloody Violence']",NA,2020-06-18,95,"Horror, Mystery & thriller",English (United Kingdom),Eric Bress,Eric Bress,NA,NA,NA
tonnerre,Tonnerre,71,83,NA,NA,NA,NA,106,"Romance, Comedy, Drama",French (France),Guillaume Brac,"Guillaume Brac,Hélène Ruault",NA,NA,NA
madame_claude_2021,Madame Claude,32,20,NA,NA,NA,2021-04-02,112,"Biography, Drama, Romance",French (France),Sylvie Verheyde,NA,NA,NA,Dolby Digital
1000123-310_to_yuma,3:10 to Yuma,79,97,NA,NA,1957-08-07,2002-04-02,92,Western,English,Delmer Daves,"Elmore Leonard,Halsted Welles",NA,Columbia Pictures,Mono
batman_assault_on_arkham,Batman: Assault on Arkham,85,75,PG-13,"['Violence', 'Sexual Content', 'Language']",NA,2014-08-12,75,"Action, Adventure, Animation",English,"Jay Oliva,Ethan Spaulding",Heath Corson,NA,NA,NA
1212111-triangle,Triangle,66,80,R,"['Violence', 'Language']",NA,2010-02-02,99,"Horror, Mystery & thriller",English,Christopher Smith,Christopher Smith,NA,NA,NA
sleeping_with_other_people,Sleeping With Other People,57,63,R,"['Sexual References', 'Language', 'Some Drug Use', 'Strong Sexual Content']",2015-09-11,2015-12-22,100,"Romance, Comedy",English,Leslye Headland,Leslye Headland,$814.8K,IFC Films,NA
red_dot,Red Dot,32,77,NA,NA,NA,2021-02-11,86,Mystery & thriller,Swedish,Alain Darborg,"Alain Darborg,Per Dickson",NA,NA,NA
footloose-2010,Footloose,61,68,PG-13,"['Sexual Content', 'Language', 'Some Teen Alcohol Use', 'Some Teen Drug Use', 'Violence']",2011-10-14,2012-03-06,113,"Comedy, Drama, Musical",English,Craig Brewer,"Dean Pitchford,Craig Brewer",$51.8M,Paramount Pictures,NA
shake_hands_with_the_devil,Shake Hands With the Devil,56,75,NA,NA,1959-06-24,2014-07-15,110,Drama,English,Michael Anderson,NA,NA,NA,NA
10008390_blood_and_tears,Blood and Tears: The Arab-Israeli Conflict,33,50,PG-13,['Violent Images'],2007-06-15,2007-08-28,73,Documentary,NA,Isidore Rosmarin,NA,$4.0K,ThinkFilm,NA
the_end_of_the_tour_2015,The End of the Tour,82,92,R,"['Some Sexual References', 'Language']",2015-07-31,2015-11-03,106,Drama,English,James Ponsoldt,Donald Margulies,$3.0M,A24,Dolby Digital
rough_magic,Rough Magic,40,25,NA,NA,NA,NA,104,Adventure,English,Clare Peploe,NA,$221.7K,NA,NA
fear_city,Fear City,34,64,NA,NA,NA,2008-04-08,96,"Crime, Drama",English,Abel Ferrara,NA,NA,NA,NA
the_gospel_of_john,The Gospel of John,89,38,PG-13,['Violence Involving Crucifixion'],2003-09-26,2006-02-19,180,Drama,English,Philip Saville,John Goldsmith,NA,ThinkFilm,Surround
frank_serpico,Frank Serpico,43,75,NA,NA,2017-11-01,2017-11-01,99,Documentary,English,Antonino D'Ambrosio,Antonino D'Ambrosio,$7.5K,IFC Films,NA
1009058-gung_ho,Gung Ho,46,33,NA,NA,1986-03-14,2004-09-28,111,Comedy,English,Ron Howard,NA,$36.4M,NA,"Surround, Stereo"
les_cowboys,The Cowboys,69,83,R,"['A Scene of Drug Use', 'A Brief Violent Image']",2016-06-24,2016-10-11,115,Drama,French (France),Thomas Bidegain,Noé Debré,$73.7K,Cohen Media Group,NA
city_of_women,City of Women,75,68,NA,NA,1980-03-28,2016-05-31,140,"Comedy, Drama, Fantasy",Italian,Federico Fellini,"Federico Fellini,Brunello Rondi,Bernardino Zapponi",$6.2K,New Yorker Films,Mono
work_and_the_glory_american_zion,The Work and the Glory: American Zion,80,45,NA,NA,NA,2006-05-09,100,"History, Drama",English,Sterling Van Wagenen,Matt Whitaker,$2.0M,NA,NA
jds_revenge,J.D.'s Revenge,61,44,NA,NA,1976-08-25,2001-12-26,95,Horror,English,Arthur Marks,NA,NA,NA,NA
i_know_what_you_did_last_summer,I Know What You Did Last Summer,41,44,NA,NA,1997-10-17,2001-08-07,101,Horror,English,Jim Gillespie,"Lois Duncan,Kevin Williamson",$72.2M,Columbia Pictures,"Dolby, SDDS, Surround"
the_beautiful_person,The Beautiful Person,58,57,NA,NA,NA,2009-10-13,95,Drama,French (Canada),Christophe Honoré,"Christophe Honoré,Gilles Taurand",NA,NA,Dolby Digital
american_blackout,American Blackout,84,77,NA,NA,NA,NA,NA,NA,NA,Ian Inaba,NA,NA,NA,NA
dynasty_warriors,Dynasty Warriors,48,27,NA,NA,NA,2021-07-01,117,Action,Chinese,Roy Hin Yeung Chow,Chi-long To,NA,NA,NA
1029099-conquest,Conquest,53,100,NA,NA,1937-10-22,2010-06-15,112,"History, Drama",English,"Clarence Brown,Gustav Machatý","S.N. Behrman,Samuel Hoffenstein,Salka Viertel",NA,Metro-Goldwyn-Mayer,NA
1104203-pledge,The Pledge,59,78,R,"['Sexuality', 'Language', 'Some Violence']",2001-01-19,2001-06-19,124,"Crime, Drama, Mystery & thriller",English,Sean Penn,"Friedrich Dürrenmatt,Jerzy Kromolowski,Mary Olson-Kromolowski",$19.7M,"E Stars Films, Warner Bros.","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital"
mountains_may_depart_2016,Mountains May Depart,69,89,NA,NA,2016-02-12,2016-07-12,132,Drama,Chinese,Zhang-Ke Jia,Zhang-Ke Jia,$80.4K,Kino Lorber,NA
paranormal_activity_2,Paranormal Activity 2,48,57,R,"['Some Language', 'Brief Violent Material']",2010-10-22,2011-02-08,91,"Horror, Mystery & thriller",English,Tod Williams,"Michael R. Perry,Christopher Landon,Tom Pabst",$84.7M,Paramount Pictures,"DTS, SDDS, Dolby Digital"
the_cement_garden,The Cement Garden,74,82,NA,NA,NA,NA,105,Drama,English,Andrew Birkin,Andrew Birkin,$23.4K,NA,NA
1021262-thirst,Thirst,42,100,NA,NA,NA,2013-11-25,98,Horror,English,Rod Hardy,NA,NA,NA,NA
the_rules_of_the_game,The Rules of the Game,89,96,NA,NA,1939-07-08,2004-01-20,110,"Comedy, Drama",French (France),Jean Renoir,"Carl Koch,Jean Renoir",NA,"Cine Classics, Criterion Collection",NA
the_big_ask,Teddy Bears,27,58,NA,NA,NA,2015-01-20,91,"Comedy, Drama",English,"Thomas Beatty,Rebecca Fishman",Thomas Beatty,NA,NA,NA
mind_the_gap,Mind the Gap,89,56,NA,NA,NA,2005-07-12,134,"Comedy, Drama",English,Eric Schaeffer,Eric Schaeffer,$9.5K,NA,Surround
1004463-college,College,72,90,NA,NA,1927-07-30,2003-08-12,65,Comedy,NA,James W. Horne,NA,NA,United Artists,NA
final_portrait,Final Portrait,49,73,R,"['Nudity', 'Language', 'Some Sexual References']",2018-03-23,2018-07-31,90,"Biography, Comedy, Drama",English (United Kingdom),Stanley Tucci,Stanley Tucci,$460.9K,Sony Pictures Classics,NA
three_fugitives,Three Fugitives,50,14,NA,NA,NA,2005-09-04,96,Comedy,English,Francis Veber,Francis Veber,$40.0M,NA,Surround
a_million_colours,A Million Colours,72,100,NA,NA,NA,2017-04-04,110,"History, Drama",English,Peter Bishai,"Peter Bishai,Andre Pieterse",NA,NA,NA
dumbo_2019,Dumbo,48,45,PG,"['Peril/Action', 'Brief Mild Language', 'Some Thematic Elements']",2019-03-29,2019-06-25,112,"Kids & family, Fantasy, Drama",English,Tim Burton,Ehren Kruger,$114.8M,Walt Disney,"DTS, Dolby Atmos"
cup_of_cheer,Cup of Cheer,92,64,NA,NA,NA,2020-11-05,95,"Holiday, Comedy",English,Jake Horowitz,"Jake Horowitz,Andy Lewis",NA,NA,NA
1055875-only_you,Only You,69,53,NA,NA,NA,2008-09-30,108,"Romance, Comedy",English,Norman Jewison,Diane Drake,$20.0M,NA,"Surround, Stereo"
war_witch,War Witch,78,94,NA,NA,2013-03-01,2013-01-08,89,"Drama, War",French (Canada),Kim Nguyen,Kim Nguyen,$37.9K,Tribeca Film,NA
